Date,Max_Temp_C,Grid_Load_MW
2025-08-20,23.58,1155.24
2025-08-21,24.88,1287.61
2025-08-22,26.27,1326.8
2025-08-23,29.93,1506.12
2025-08-24,25.3,1307.77
2025-08-25,26.79,1332.5
2025-08-26,26.31,1334.87
2025-08-27,28.72,1430.67
2025-08-28,31.39,1582.95
2025-08-29,25.28,1234.76
2025-08-30,25.36,1146.1
2025-08-31,28.43,1414.69
2025-09-01,26.36,1389.33
2025-09-02,35.45,1480.98
2025-09-03,26.17,1356.66
2025-09-04,24.28,1275.88
2025-09-05,26.18,1313.5
2025-09-06,27.22,1370.74
2025-09-07,26.64,1301.17
2025-09-08,26.01,1284.92
2025-09-09,27.13,1387.46
2025-09-10,27.34,1427.12
2025-09-11,27.76,1381.24
2025-09-12,26.3,1292.36
2025-09-13,24.67,1233.31
2025-09-14,25.29,1294.73
2025-09-15,27.41,1298.46
2025-09-16,23.37,1053.5
2025-09-17,25.74,1259.34
2025-09-18,24.21,1149.63
2025-09-19,25.06,1227.47
2025-09-20,27.56,1370.46
2025-09-21,25.38,1246.45
2025-09-22,25.09,1327.27
2025-09-23,22.28,1130.35
2025-09-24,26.49,1339.65
2025-09-25,26.29,1345.66
2025-09-26,29.33,1409.38
2025-09-27,35.45,1271.18
2025-09-28,25.44,1268.13
2025-09-29,25.5,1308.46
2025-09-30,28.15,1354.15
2025-10-01,26.15,1229.77
2025-10-02,26.9,1385.78
2025-10-03,27.56,1396.6
2025-10-04,26.71,1290.55
2025-10-05,25.45,1228.86
2025-10-06,26.73,1392.67
2025-10-07,28.49,1364.88
2025-10-08,24.29,1296.47
2025-10-09,35.45,1285.25
2025-10-10,24.94,1278.89
2025-10-11,28.73,1420.06
2025-10-12,23.29,1194.83
2025-10-13,25.22,1233.89
2025-10-14,27.09,1346.57
2025-10-15,29.47,1475.59
2025-10-16,26.21,1260.3
2025-10-17,25.23,1298.51
2025-10-18,30.1,1479.44
2025-10-19,23.44,1160.76
2025-10-20,21.94,1047.39
2025-10-21,27.22,1232.87
2025-10-22,35.45,1257.23
2025-10-23,24.3,1335.49
2025-10-24,27.76,1427.05
2025-10-25,26.83,1340.4
2025-10-26,25.21,1247.43
2025-10-27,23.78,1190.08
2025-10-28,28.08,1431.59
2025-10-29,27.64,1322.97
2025-10-30,26.14,1362.79
2025-10-31,30.03,1537.42
2025-11-01,27.86,1428.9
2025-11-02,26.95,1369.37
2025-11-03,28.62,1431.79
2025-11-04,29.91,1529.08
2025-11-05,30.49,1553.92
2025-11-06,29.52,1458.17
2025-11-07,30.7,1506.53
2025-11-08,35.45,1379.94
2025-11-09,32.89,1721.83
2025-11-10,29.84,1429.83
2025-11-11,32.23,1538.35
2025-11-12,30.69,1542.51
2025-11-13,35.45,1548.22
2025-11-14,31.14,1565.64
2025-11-15,30.9,1556.97
2025-11-16,31.29,1553.11
2025-11-17,32.66,1707.41
2025-11-18,30.39,1439.61
2025-11-19,31.42,1529.48
2025-11-20,29.82,1485.86
2025-11-21,32.88,1561.85
2025-11-22,28.65,1423.57
2025-11-23,33.6,1763.17
2025-11-24,29.92,1497.03
2025-11-25,27.14,1368.46
2025-11-26,30.26,1449.8
2025-11-27,35.45,1401.08
2025-11-28,31.68,1565.3
2025-11-29,28.69,1418.85
2025-11-30,29.11,1519.46
2025-12-01,31.22,1588.93
2025-12-02,34.1,1649.2
2025-12-03,30.15,1519.94
2025-12-04,31.83,1616.52
2025-12-05,36.52,1883.05
2025-12-06,36.57,1907.61
2025-12-07,35.85,1741.79
2025-12-08,33.07,1612.76
2025-12-09,34.9,1682.35
2025-12-10,34.99,1737.94
2025-12-11,32.68,1657.48
2025-12-12,38.01,1949.71
2025-12-13,36.75,1833.94
2025-12-14,34.56,1711.91
2025-12-15,35.05,1760.28
2025-12-16,35.42,1729.08
2025-12-17,30.92,1650.3
2025-12-18,34.51,1644.9
2025-12-19,33.64,1691.04
2025-12-20,33.0,1751.02
2025-12-21,34.44,1722.23
2025-12-22,38.6,1920.27
2025-12-23,36.28,1796.21
2025-12-24,33.86,1683.86
2025-12-25,36.15,1875.9
2025-12-26,35.45,1779.34
2025-12-27,36.85,1919.14
2025-12-28,35.12,1684.77
2025-12-29,33.71,1671.97
2025-12-30,36.4,1798.36
2025-12-31,35.79,1818.78
2026-01-01,41.79,2009.61
2026-01-02,41.27,2086.63
2026-01-03,42.1,2506.17
2026-01-04,38.93,1878.32
2026-01-05,42.63,2441.22
2026-01-06,40.4,1986.66
2026-01-07,44.15,2528.82
2026-01-08,38.62,1932.04
2026-01-09,43.47,2441.52
2026-01-10,40.4,2044.18
2026-01-11,38.7,2025.08
2026-01-12,39.03,1942.07
2026-01-13,39.36,2003.95
2026-01-14,40.85,1977.75
2026-01-15,41.05,2004.46
2026-01-16,38.85,1966.25
2026-01-17,39.95,2071.77
2026-01-18,44.28,2532.01
2026-01-19,43.46,2457.1
2026-01-20,40.87,2043.6
2026-01-21,40.08,1941.28
2026-01-22,40.24,2042.23
2026-01-23,41.23,2105.47
2026-01-24,37.95,1875.12
2026-01-25,39.49,1950.76
2026-01-26,36.66,1846.44
2026-01-27,40.8,2018.09
2026-01-28,41.29,2061.41
2026-01-29,39.03,2056.67
2026-01-30,43.15,2445.05
2026-01-31,37.55,1859.51
2026-02-01,40.73,2004.2
2026-02-02,44.11,2542.67
2026-02-03,45.75,2578.66
2026-02-04,47.03,2618.94
2026-02-05,42.74,2503.19
2026-02-06,45.82,2661.86
2026-02-07,43.58,2449.14
2026-02-08,43.31,2372.42
2026-02-09,45.43,2621.75
2026-02-10,44.96,2514.01
2026-02-11,40.51,2064.9
2026-02-12,46.61,2532.16
2026-02-13,46.42,2665.65
2026-02-14,42.41,2359.9
2026-02-15,44.45,2559.13
2026-02-16,44.65,2533.13
2026-02-17,44.18,2461.38
2026-02-18,42.56,2407.63
2026-02-19,42.32,2450.17
2026-02-20,43.61,2485.75
2026-02-21,46.01,2629.51
2026-02-22,44.75,2636.19
2026-02-23,42.92,2367.74
2026-02-24,45.2,2641.04
2026-02-25,37.96,1903.38
2026-02-26,45.96,2552.95
2026-02-27,40.18,1942.53
2026-02-28,42.94,2437.31
2026-03-01,42.76,2484.12
2026-03-02,42.41,2414.15
2026-03-03,47.32,2741.64
2026-03-04,44.06,2430.67
2026-03-05,45.69,2584.05
2026-03-06,44.91,2482.69
2026-03-07,45.95,2615.89
2026-03-08,45.15,2602.03
2026-03-09,42.43,2400.66
2026-03-10,46.99,2519.42
2026-03-11,44.01,2510.57
2026-03-12,41.89,2116.18
2026-03-13,44.14,2527.4
2026-03-14,48.0,2761.87
2026-03-15,35.45,2581.47
2026-03-16,44.3,2549.15
2026-03-17,44.3,2574.7
2026-03-18,44.36,2428.91
2026-03-19,49.15,2773.66
2026-03-20,45.76,2562.98
2026-03-21,35.45,2588.93
2026-03-22,47.06,2670.41
2026-03-23,45.48,2549.52
2026-03-24,44.48,2490.31
2026-03-25,44.61,2532.07
2026-03-26,44.86,2488.48
2026-03-27,44.93,2491.99
2026-03-28,46.46,2656.73
2026-03-29,45.1,2497.75
2026-03-30,46.47,2656.58
2026-03-31,44.84,2565.06
2026-04-01,43.82,2404.59
2026-04-02,39.66,1949.31
2026-04-03,45.49,2634.35
2026-04-04,44.35,2468.6
2026-04-05,45.66,2559.59
2026-04-06,37.87,1916.49
2026-04-07,47.84,2731.02
2026-04-08,43.38,2456.48
2026-04-09,45.88,2563.96
2026-04-10,41.58,2150.14
2026-04-11,44.89,2631.24
2026-04-12,41.55,2126.61
2026-04-13,35.45,2424.9
2026-04-14,47.49,2634.0
2026-04-15,43.28,2422.42
2026-04-16,44.1,2530.88
2026-04-17,45.4,2590.94
2026-04-18,44.65,2602.66
2026-04-19,43.96,2530.58
2026-04-20,44.39,2444.35
2026-04-21,48.47,2775.95
2026-04-22,43.55,2427.35
2026-04-23,44.06,2483.92
2026-04-24,45.76,2600.59
2026-04-25,45.87,2693.35
2026-04-26,46.03,2757.21
2026-04-27,44.94,2577.22
2026-04-28,41.37,2059.55
2026-04-29,46.93,2673.08
2026-04-30,41.37,2112.76
2026-05-01,40.61,2014.23
2026-05-02,38.49,2014.33
2026-05-03,39.87,2005.09
2026-05-04,40.66,2057.76
2026-05-05,40.64,2065.43
2026-05-06,40.84,2063.27
2026-05-07,43.23,2503.32
2026-05-08,40.91,2014.49
2026-05-09,39.51,1947.67
2026-05-10,41.93,2041.4
2026-05-11,42.38,2440.92
2026-05-12,37.54,1916.19
2026-05-13,41.19,2082.63
2026-05-14,41.4,2153.84
2026-05-15,39.4,1969.96
2026-05-16,42.75,2471.01
2026-05-17,39.7,1930.41
2026-05-18,40.25,1993.2
2026-05-19,39.65,2017.47
2026-05-20,40.03,2044.01
2026-05-21,37.81,1875.67
2026-05-22,35.45,1852.41
2026-05-23,43.19,2383.56
2026-05-24,38.31,1897.45
2026-05-25,38.02,1945.38
2026-05-26,35.69,1813.42
2026-05-27,38.72,1961.14
2026-05-28,37.35,1870.18
2026-05-29,43.28,2464.55
2026-05-30,42.02,2367.97
2026-05-31,38.62,1966.13
2026-06-01,39.5,1996.29
2026-06-02,36.96,1872.78
2026-06-03,34.35,1691.22
2026-06-04,30.0,1392.39
2026-06-05,39.58,2033.95
2026-06-06,32.22,1587.1
2026-06-07,31.71,1542.32
2026-06-08,37.05,1886.93
2026-06-09,39.88,1974.37
2026-06-10,37.77,1941.42
2026-06-11,36.13,1837.24
2026-06-12,36.19,1843.65
2026-06-13,36.71,1767.04
2026-06-14,36.52,1886.49
2026-06-15,35.45,1791.18
2026-06-16,35.21,1741.96
2026-06-17,34.87,1750.91
2026-06-18,33.49,1585.79
2026-06-19,34.44,1742.37
2026-06-20,31.61,1529.24
2026-06-21,34.8,1672.53
2026-06-22,33.02,1575.02
2026-06-23,32.79,1695.28
2026-06-24,35.36,1736.53
2026-06-25,37.78,1965.89
2026-06-26,36.84,1815.04
2026-06-27,31.86,1507.58
